,CP,CP_CI_HP,Date,HP,LP,emaCP5,emaCP_CI_HP5,emaCP20,emaCP_CI_HP20,minHP3,avCP_CI_HP50,avCP_CI_HP10
29,11678.5,11678.5,2020-02-26,11783.25,11639.599609375,11847.392559458294,11847.392559458294,12009.19150298579,12009.19150298579,11783.25,12131.9030078125,12004.01513671875
30,11797.900390625,11797.900390625,2020-02-25,11883.0498046875,11779.900390625,11931.83883918744,11931.83883918744,12044.00113487903,12044.00113487903,11883.0498046875,12139.41201171875,12046.95517578125
31,11829.400390625,11829.400390625,2020-02-24,12012.5498046875,11813.400390625,11998.80806346866,11998.80806346866,12069.906476379454,12069.906476379454,12012.5498046875,12145.1880078125,12070.31513671875
32,12080.849609375,12080.849609375,2020-02-20,12152.0,12071.4501953125,12083.511899890487,12083.511899890487,12095.22290645887,12095.22290645887,12030.75,12148.03599609375,12097.21005859375
33,12125.900390625,12125.900390625,2020-02-19,12134.7001953125,12042.099609375,12084.84304514823,12084.84304514823,12096.735885099279,12096.735885099279,12030.75,12144.62201171875,12102.9201171875
34,11992.5,11992.5,2020-02-18,12030.75,11908.0498046875,12064.314372409845,12064.314372409845,12093.665937149202,12093.665937149202,12030.75,12139.24,12099.2451171875
35,12045.7998046875,12045.7998046875,2020-02-17,12159.599609375,12037.0,12100.221558614765,12100.221558614765,12104.314983164908,12104.314983164908,12159.599609375,12138.14,12097.96015625
36,12113.4501953125,12113.4501953125,2020-02-14,12246.7001953125,12091.2001953125,12127.432435578397,12127.432435578397,12110.474475636214,12110.474475636214,12225.650390625,12135.65400390625,12064.17021484375
37,12174.650390625,12174.650390625,2020-02-13,12225.650390625,12139.7998046875,12134.423555711346,12134.423555711346,12110.16124198608,12110.16124198608,12172.2998046875,12133.7530078125,12049.03515625
38,12201.2001953125,12201.2001953125,2020-02-12,12231.75,12144.2998046875,12114.310138254517,12114.310138254517,12103.372910550404,12103.372910550404,12103.5498046875,12131.12400390625,12035.15009765625
39,12107.900390625,12107.900390625,2020-02-11,12172.2998046875,12099.0,12070.865109725526,12070.865109725526,12093.075301628078,12093.075301628078,12103.5498046875,12126.98400390625,12027.980078125
40,12031.5,12031.5,2020-02-10,12103.5498046875,11990.75,12052.347469275788,12052.347469275788,12091.514765944192,12091.514765944192,12103.5498046875,12125.79,12022.77001953125
41,12098.349609375,12098.349609375,2020-02-07,12154.7001953125,12073.9501953125,12062.77120391368,12062.77120391368,12097.832109727791,12097.832109727791,12098.150390625,12126.28099609375,12031.52001953125
42,12137.9501953125,12137.9501953125,2020-02-06,12160.599609375,12084.650390625,12044.98200118302,12044.98200118302,12097.777636080715,12097.777636080715,11986.150390625,12127.33701171875,12046.51005859375
43,12089.150390625,12089.150390625,2020-02-05,12098.150390625,11953.349609375,11998.497904118278,11998.497904118278,12093.548945635264,12093.548945635264,11749.849609375,12126.59201171875,12050.75
44,11979.650390625,11979.650390625,2020-02-04,11986.150390625,11783.400390625,11953.171660864917,11953.171660864917,12094.011951425819,12094.011951425819,11749.849609375,12125.5630078125,12052.525
45,11707.900390625,11707.900390625,2020-02-03,11749.849609375,11614.5,11939.932295984874,11939.932295984874,12106.050010457482,12106.050010457482,11749.849609375,12127.445,12071.544921875
46,11962.099609375,11962.099609375,2020-01-31,12103.5498046875,11945.849609375,12055.94824866481,12055.94824866481,12147.960496755637,12147.960496755637,12103.5498046875,12131.575,12123.20986328125
47,12035.7998046875,12035.7998046875,2020-01-30,12150.2998046875,12010.599609375,12102.872568309715,12102.872568309715,12167.52480069044,12167.52480069044,12150.2998046875,12131.701015625,12162.23486328125
48,12129.5,12129.5,2020-01-29,12169.599609375,12103.7998046875,12136.408950120822,12136.408950120822,12181.39058974338,12181.39058974338,12163.5498046875,12130.96701171875,12194.2048828125
49,12055.7998046875,12055.7998046875,2020-01-28,12163.5498046875,12024.5,12139.863425181233,12139.863425181233,12186.852757084787,12186.852757084787,12163.5498046875,12127.17900390625,12215.58486328125
50,12119.0,12119.0,2020-01-27,12216.599609375,12107.0,12181.8952354281,12181.8952354281,12200.647804705553,12200.647804705553,12189.0,12123.7530078125,12246.23486328125
51,12248.25,12248.25,2020-01-24,12272.150390625,12149.650390625,12213.342853142149,12213.342853142149,12209.242310464033,12209.242310464033,12189.0,12119.28201171875,12267.28984375
52,12180.349609375,12180.349609375,2020-01-23,12189.0,12094.099609375,12195.889279713221,12195.889279713221,12205.1362378813,12205.1362378813,12189.0,12111.75900390625,12268.14482421875
53,12106.900390625,12106.900390625,2020-01-22,12225.0498046875,12087.900390625,12203.659114882332,12203.659114882332,12207.745356671436,12207.745356671436,12225.0498046875,12104.961015625,12271.69990234375
54,12169.849609375,12169.849609375,2020-01-21,12230.0498046875,12162.2998046875,12252.038477010996,12252.038477010996,12218.36061625527,12218.36061625527,12230.0498046875,12101.09201171875,12263.54482421875
55,12224.5498046875,12224.5498046875,2020-01-20,12430.5,12216.900390625,12293.132910828994,12293.132910828994,12223.46703803214,12223.46703803214,12385.4501953125,12095.85802734375,12251.8548828125
56,12352.349609375,12352.349609375,2020-01-17,12385.4501953125,12321.400390625,12327.424463899737,12327.424463899737,12223.353062594735,12223.353062594735,12355.150390625,12091.60802734375,12228.7048828125
57,12355.5,12355.5,2020-01-16,12389.0498046875,12315.7998046875,12314.961891162106,12314.961891162106,12209.774478723128,12209.774478723128,12355.150390625,12083.88203125,12216.1349609375
58,12343.2998046875,12343.2998046875,2020-01-15,12355.150390625,12278.75,12294.692836743157,12294.692836743157,12194.434950167666,12194.434950167666,12337.75,12075.11603515625,12208.80498046875
59,12362.2998046875,12362.2998046875,2020-01-14,12374.25,12308.7001953125,12270.389352770984,12270.389352770984,12178.764965481367,12178.764965481367,12311.2001953125,12067.07603515625,12192.725
60,12329.5498046875,12329.5498046875,2020-01-13,12337.75,12285.7998046875,12224.434126812726,12224.434126812726,12159.445508722827,12159.445508722827,12224.0498046875,12057.64203125,12173.3400390625
61,12256.7998046875,12256.7998046875,2020-01-10,12311.2001953125,12213.2001953125,12171.876287875339,12171.876287875339,12141.539793358126,12141.539793358126,12044.9501953125,12048.6000390625,12165.97001953125
62,12215.900390625,12215.900390625,2020-01-09,12224.0498046875,12132.5498046875,12129.414529469257,12129.414529469257,12129.407160586612,12129.407160586612,12044.9501953125,12040.34603515625,12164.87001953125
63,12025.349609375,12025.349609375,2020-01-08,12044.9501953125,11929.599609375,12086.171598891386,12086.171598891386,12120.302610056255,12120.302610056255,12044.9501953125,12031.76501953125,12155.9349609375
64,12052.9501953125,12052.9501953125,2020-01-07,12152.150390625,12005.349609375,12116.582593649578,12116.582593649578,12130.297662759545,12130.297662759545,12152.150390625,12022.93603515625,12174.85498046875
65,11993.0498046875,11993.0498046875,2020-01-06,12179.099609375,11974.2001953125,12148.398792818116,12148.398792818116,12138.43950143818,12138.43950143818,12179.099609375,12013.5290234375,12195.8349609375
66,12226.650390625,12226.650390625,2020-01-03,12265.599609375,12191.349609375,12226.073286883422,12226.073286883422,12153.743680043515,12153.743680043515,12222.2001953125,12005.75001953125,12223.7099609375
67,12282.2001953125,12282.2001953125,2020-01-02,12289.900390625,12195.25,12225.784735012632,12225.784735012632,12146.06928945599,12146.06928945599,12222.2001953125,11992.98400390625,12227.01494140625
68,12182.5,12182.5,2020-01-01,12222.2001953125,12165.2998046875,12197.577004862698,12197.577004862698,12131.739720418464,12131.739720418464,12222.2001953125,11980.5769921875,12220.9599609375
69,12168.4501953125,12168.4501953125,2019-12-31,12247.099609375,12151.7998046875,12205.115507294046,12205.115507294046,12126.396533094092,12126.396533094092,12247.099609375,11968.653984375,12219.2099609375
70,12255.849609375,12255.849609375,2019-12-30,12286.4501953125,12213.7998046875,12223.448163284818,12223.448163284818,12121.969831807943,12121.969831807943,12221.5498046875,11954.56498046875,12207.7599609375
71,12245.7998046875,12245.7998046875,2019-12-27,12258.4501953125,12157.900390625,12207.247440239727,12207.247440239727,12107.87722364299,12107.87722364299,12221.5498046875,11938.013984375,12190.84501953125
72,12126.5498046875,12126.5498046875,2019-12-26,12221.5498046875,12118.849609375,12187.971258015841,12187.971258015841,12093.35905721725,12093.35905721725,12221.5498046875,11919.92099609375,12163.44501953125
73,12214.5498046875,12214.5498046875,2019-12-24,12283.7001953125,12202.099609375,12218.68198468001,12218.68198468001,12089.865294325646,12089.865294325646,12283.7001953125,11903.49099609375,12141.805078125
74,12262.75,12262.75,2019-12-23,12287.150390625,12213.25,12220.748074676263,12220.748074676263,12076.740609024397,12076.740609024397,12268.349609375,11883.89099609375,12106.030078125
75,12271.7998046875,12271.7998046875,2019-12-20,12293.900390625,12252.75,12199.747112014393,12199.747112014393,12057.160673132228,12057.160673132228,12237.7001953125,11864.9019921875,12073.505078125
76,12259.7001953125,12259.7001953125,2019-12-19,12268.349609375,12191.150390625,12163.72076567784,12163.72076567784,12034.567080336938,12034.567080336938,12182.75,11841.99400390625,12038.47509765625
77,12221.650390625,12221.650390625,2019-12-18,12237.7001953125,12163.4501953125,12115.731050860508,12115.731050860508,12010.868857707932,12010.868857707932,12134.650390625,11820.295,12014.3451171875
78,12165.0,12165.0,2019-12-17,12182.75,12070.349609375,12062.771380978262,12062.771380978262,11988.681327927188,11988.681327927188,12098.849609375,11802.1419921875,11996.50009765625
79,12053.9501953125,12053.9501953125,2019-12-16,12134.650390625,12046.2998046875,12011.657071467393,12011.657071467393,11970.121467709,11970.121467709,12005.5,11786.04,11979.4201171875
80,12086.7001953125,12086.7001953125,2019-12-13,12098.849609375,12023.599609375,11990.510509544838,11990.510509544838,11961.297391119158,11961.297391119158,11923.2001953125,11774.45,11978.8451171875
81,11971.7998046875,11971.7998046875,2019-12-12,12005.5,11934.0,11942.415666661005,11942.415666661005,11948.097095940913,11948.097095940913,11923.2001953125,11762.96400390625,11975.780078125
82,11910.150390625,11910.150390625,2019-12-11,11923.2001953125,11832.2998046875,11927.723597647757,11927.723597647757,11945.602073967588,11945.602073967588,11923.2001953125,11754.95201171875,11993.71513671875
83,11856.7998046875,11856.7998046875,2019-12-10,11953.2001953125,11844.7001953125,11936.510201159133,11936.510201159133,11949.333830108912,11949.333830108912,11953.2001953125,11745.5530078125,12012.7701171875
84,11937.5,11937.5,2019-12-09,11981.9501953125,11888.0498046875,11976.365399394948,11976.365399394948,11959.074253837482,11959.074253837482,11981.9501953125,11740.181015625,12030.86015625
85,11921.5,11921.5,2019-12-06,12057.0498046875,11888.849609375,11995.79809909242,11995.79809909242,11961.345227925638,11961.345227925638,12054.7001953125,11733.43501953125,12044.48515625
86,12018.400390625,12018.400390625,2019-12-05,12081.2001953125,11998.75,12032.94714863863,12032.94714863863,11965.539462444127,11965.539462444127,12054.7001953125,11720.4890234375,12043.7751953125
87,12043.2001953125,12043.2001953125,2019-12-04,12054.7001953125,11935.2998046875,12040.220527645444,12040.220527645444,11959.97515421456,11959.97515421456,12054.7001953125,11694.21701171875,12038.7751953125
88,11994.2001953125,11994.2001953125,2019-12-03,12068.599609375,11956.400390625,12038.730693811916,12038.730693811916,11951.214623572672,11951.214623572672,12068.599609375,11670.166015625,12034.36513671875
89,12048.2001953125,12048.2001953125,2019-12-02,12137.150390625,12023.7001953125,12060.995943061624,12060.995943061624,11946.689826547426,11946.689826547426,12137.150390625,11646.63400390625,12028.955078125
90,12056.0498046875,12056.0498046875,2019-11-29,12147.400390625,12017.400390625,12067.393816936185,12067.393816936185,11936.004524572156,11936.004524572156,12114.900390625,11625.74,12012.58505859375
91,12151.150390625,12151.150390625,2019-11-28,12158.7998046875,12099.9501953125,12073.065823060526,12073.065823060526,11923.368179296856,11923.368179296856,12114.900390625,11606.13701171875,11996.52509765625
92,12100.7001953125,12100.7001953125,2019-11-27,12114.900390625,12055.150390625,12034.023539278289,12034.023539278289,11899.39110442021,11899.39110442021,12084.5,11582.77,11968.62001953125
93,12037.7001953125,12037.7001953125,2019-11-26,12132.4501953125,12006.349609375,12000.685211261183,12000.685211261183,11878.200673799969,11878.200673799969,11968.099609375,11561.47,11942.59501953125
94,12073.75,12073.75,2019-11-25,12084.5,11919.75,11982.177719235524,11982.177719235524,11861.41125048286,11861.41125048286,11968.099609375,11540.7769921875,11930.17001953125
95,11914.400390625,11914.400390625,2019-11-22,11968.099609375,11883.5,11936.391578853285,11936.391578853285,11839.059803165268,11839.059803165268,11968.099609375,11518.22599609375,11913.61005859375
96,11968.400390625,11968.400390625,2019-11-21,12028.2001953125,11956.900390625,11947.387172967427,11947.387172967427,11831.129215011611,11831.129215011611,11958.849609375,11496.89599609375,11923.375
97,11999.099609375,11999.099609375,2019-11-20,12038.599609375,11966.0498046875,11936.880564138639,11936.880564138639,11816.679617578624,11816.679617578624,11946.2001953125,11474.42099609375,11923.13994140625
98,11940.099609375,11940.099609375,2019-11-19,11958.849609375,11881.75,11905.771041520456,11905.771041520456,11797.477513179005,11797.477513179005,11946.2001953125,11450.39701171875,11914.95
99,11884.5,11884.5,2019-11-18,11946.2001953125,11867.599609375,11888.606757593185,11888.606757593185,11782.464660947848,11782.464660947848,11895.650390625,11432.06001953125,11915.07001953125
100,11895.4501953125,11895.4501953125,2019-11-15,11973.650390625,11879.25,11890.660136389775,11890.660136389775,11771.724098942357,11771.724098942357,11895.650390625,11413.336015625,11915.67998046875
101,11872.099609375,11872.099609375,2019-11-14,11895.650390625,11802.650390625,11888.265106928413,11888.265106928413,11758.700299324446,11758.700299324446,11895.650390625,11396.34900390625,11913.87998046875
102,11840.4501953125,11840.4501953125,2019-11-13,11946.7998046875,11823.2001953125,11896.347855705118,11896.347855705118,11746.76352984544,11746.76352984544,11932.650390625,11381.01400390625,11911.07998046875
103,11913.4501953125,11913.4501953125,2019-11-11,11932.650390625,11853.9501953125,11924.296685901427,11924.296685901427,11736.90177558575,11736.90177558575,11932.650390625,11365.3619921875,11905.719921875
104,11908.150390625,11908.150390625,2019-11-08,12034.150390625,11888.75,11929.71993119589,11929.71993119589,11718.317731403986,11718.317731403986,12002.900390625,11343.67998046875,11872.76494140625
105,12012.0498046875,12012.0498046875,2019-11-07,12021.400390625,11946.849609375,11940.504701481335,11940.504701481335,11698.335346222826,11698.335346222826,11978.9501953125,11320.34396484375,11840.20986328125
106,11966.0498046875,11966.0498046875,2019-11-06,12002.900390625,11850.25,11904.732149878253,11904.732149878253,11665.312771647597,11665.312771647597,11978.9501953125,11298.47697265625,11799.41484375
107,11917.2001953125,11917.2001953125,2019-11-05,11978.9501953125,11861.900390625,11874.073322473629,11874.073322473629,11633.656241853923,11633.656241853923,11918.2998046875,11279.4959765625,11761.64482421875
108,11941.2998046875,11941.2998046875,2019-11-04,11989.150390625,11905.349609375,11852.509886054191,11852.509886054191,11603.809509910916,11603.809509910916,11918.2998046875,11262.22998046875,11736.109765625
109,11890.599609375,11890.599609375,2019-11-01,11918.2998046875,11843.349609375,11808.114926737537,11808.114926737537,11568.284215723907,11568.284215723907,11883.9501953125,11244.35998046875,11700.61474609375
110,11877.4501953125,11877.4501953125,2019-10-31,11945.0,11855.099609375,11766.872585418805,11766.872585418805,11534.356279550108,11534.356279550108,11809.400390625,11227.13599609375,11657.95478515625
111,11844.099609375,11844.099609375,2019-10-30,11883.9501953125,11784.4501953125,11711.583780471956,11711.583780471956,11498.241130522487,11498.241130522487,11646.900390625,11208.103984375,11613.03974609375
112,11786.849609375,11786.849609375,2019-10-29,11809.400390625,11627.349609375,11645.325866020434,11645.325866020434,11461.8349748538,11461.8349748538,11646.900390625,11193.415,11562.74482421875
113,11583.900390625,11583.900390625,2019-10-25,11646.900390625,11490.75,11574.56399434315,11574.56399434315,11427.622908062096,11427.622908062096,11646.900390625,11178.32701171875,11514.56484375
114,11582.599609375,11582.599609375,2019-10-24,11679.599609375,11534.650390625,11569.895796202225,11569.895796202225,11411.172646739686,11411.172646739686,11651.599609375,11163.75900390625,11479.62978515625
115,11604.099609375,11604.099609375,2019-10-23,11651.599609375,11554.400390625,11563.543889615838,11563.543889615838,11393.127703304388,11393.127703304388,11651.599609375,11151.07201171875,11452.6998046875
116,11588.349609375,11588.349609375,2019-10-22,11714.349609375,11573.650390625,11543.266029736256,11543.266029736256,11370.920134244323,11370.920134244323,11599.099609375,11136.24201171875,11404.9298828125
117,11661.849609375,11661.849609375,2019-10-18,11684.7001953125,11553.150390625,11520.724239916883,11520.724239916883,11348.032821072673,11348.032821072673,11481.0498046875,11124.42201171875,11363.569921875
118,11586.349609375,11586.349609375,2019-10-17,11599.099609375,11439.650390625,11450.161555187822,11450.161555187822,11314.999474935586,11314.999474935586,11462.349609375,11110.78501953125,11328.7849609375
119,11464.0,11464.0,2019-10-16,11481.0498046875,11411.099609375,11382.067528094232,11382.067528094232,11286.436302889331,11286.436302889331,11420.4501953125,11101.41802734375,11306.1400390625
120,11428.2998046875,11428.2998046875,2019-10-15,11462.349609375,11342.099609375,11341.101292141348,11341.101292141348,11267.745387403997,11267.745387403997,11362.900390625,11093.84603515625,11307.18505859375
121,11341.150390625,11341.150390625,2019-10-14,11420.4501953125,11290.0498046875,11297.50203586827,11297.50203586827,11250.844922426784,11250.844922426784,11293.349609375,11089.06404296875,11315.5951171875
122,11305.0498046875,11305.0498046875,2019-10-11,11362.900390625,11189.400390625,11275.677858489904,11275.677858489904,11241.339083669078,11241.339083669078,11293.349609375,11087.92703125,11338.60009765625
123,11234.5498046875,11234.5498046875,2019-10-10,11293.349609375,11208.5498046875,11260.991885391106,11260.991885391106,11234.632691982928,11234.632691982928,11233.849609375,11086.86904296875,11352.11513671875
124,11313.2998046875,11313.2998046875,2019-10-09,11321.599609375,11090.150390625,11274.212925742908,11274.212925742908,11234.641416961394,11234.641416961394,11233.849609375,11087.60404296875,11387.48017578125
125,11126.400390625,11126.400390625,2019-10-07,11233.849609375,11112.650390625,11254.66948627061,11254.66948627061,11226.361586674437,11226.361586674437,11233.849609375,11087.95904296875,11416.17021484375
126,11174.75,11174.75,2019-10-04,11400.2998046875,11158.349609375,11318.804034093413,11318.804034093413,11236.883817837535,11236.883817837535,11370.400390625,11092.3550390625,11430.9501953125
127,11314.0,11314.0,2019-10-03,11370.400390625,11257.349609375,11390.83105114012,11390.83105114012,11243.42421971517,11243.42421971517,11370.400390625,11097.2450390625,11383.95517578125
128,11359.900390625,11359.900390625,2019-10-01,11554.2001953125,11247.900390625,11429.246576710178,11429.246576710178,11235.995190211504,11235.995190211504,11508.25,11102.903046875,11336.62021484375
129,11474.4501953125,11474.4501953125,2019-09-30,11508.25,11390.7998046875,11463.919669752766,11463.919669752766,11222.952537536401,11222.952537536401,11508.25,11109.4550390625,11282.39013671875
130,11512.400390625,11512.400390625,2019-09-27,11593.599609375,11499.75,11458.654406972897,11458.654406972897,11196.47909987576,11196.47909987576,11564.9501953125,11113.21802734375,11235.2951171875
131,11571.2001953125,11571.2001953125,2019-09-26,11610.849609375,11466.349609375,11431.781415146845,11431.781415146845,11163.224227165312,11163.224227165312,11564.9501953125,11114.73701171875,11191.6451171875
132,11440.2001953125,11440.2001953125,2019-09-25,11564.9501953125,11416.099609375,11362.072025064015,11362.072025064015,11120.279388412975,11120.279388412975,11564.9501953125,11114.3630078125,11132.805078125
133,11588.2001953125,11588.2001953125,2019-09-24,11655.0498046875,11539.2001953125,11323.007939939771,11323.007939939771,11086.603514002498,11086.603514002498,11381.900390625,11117.21701171875,11092.355078125
134,11600.2001953125,11600.2001953125,2019-09-23,11694.849609375,11471.349609375,11190.411812253406,11190.411812253406,11033.803863338286,11033.803863338286,10845.2001953125,11115.431015625,11033.8400390625
135,11274.2001953125,11274.2001953125,2019-09-20,11381.900390625,10691.0,10985.517620723858,10985.517620723858,10974.183196814683,10974.183196814683,10845.2001953125,11114.54501953125,10968.4400390625
136,10704.7998046875,10704.7998046875,2019-09-19,10845.2001953125,10670.25,10841.176333429537,10841.176333429537,10942.602460130702,10942.602460130702,10845.2001953125,11120.2330078125,10925.81005859375
137,10840.650390625,10840.650390625,2019-09-18,10885.150390625,10804.849609375,10909.364597800555,10909.364597800555,10967.634318598408,10967.634318598408,10885.150390625,11142.36001953125,10939.7951171875
138,10817.599609375,10817.599609375,2019-09-17,11000.099609375,10796.5,10943.721701388333,10943.721701388333,10981.001047858766,10981.001047858766,11000.099609375,11164.48201171875,10935.5201171875
139,11003.5,11003.5,2019-09-16,11052.7001953125,10968.2001953125,11006.782747394998,11006.782747394998,10998.20119927811,10998.20119927811,11052.7001953125,11186.46501953125,10956.08515625
140,11075.900390625,11075.900390625,2019-09-13,11084.4501953125,10945.75,11008.424121092496,11008.424121092496,10997.643430781069,10997.643430781069,11054.7998046875,11204.601015625,10950.56513671875
141,10982.7998046875,10982.7998046875,2019-09-12,11081.75,10964.9501953125,10974.685986326243,10974.685986326243,10989.405856060655,10989.405856060655,11028.849609375,11220.395,10947.58505859375
142,11035.7001953125,11035.7001953125,2019-09-11,11054.7998046875,11011.650390625,10970.629077145613,10970.629077145613,10990.10122988941,10990.10122988941,10957.0498046875,11236.51599609375,10959.8400390625
143,11003.0498046875,11003.0498046875,2019-09-09,11028.849609375,10889.7998046875,10938.09351806217,10938.09351806217,10985.301338792242,10985.301338792242,10920.099609375,11252.63298828125,10962.05498046875
144,10946.2001953125,10946.2001953125,2019-09-06,10957.0498046875,10867.4501953125,10905.615374749503,10905.615374749503,10983.43307922432,10983.43307922432,10858.75,11269.52298828125,10944.6849609375
145,10847.900390625,10847.900390625,2019-09-05,10920.099609375,10816.0,10885.322964468003,10885.322964468003,10987.352330162408,10987.352330162408,10858.75,11286.52798828125,10924.19990234375
146,10844.650390625,10844.650390625,2019-09-04,10858.75,10746.349609375,10904.034251389505,10904.034251389505,11002.031481692662,11002.031481692662,10858.75,11303.56298828125,10931.2798828125
147,10797.900390625,10797.900390625,2019-09-03,10967.5,10772.7001953125,10933.726181771757,10933.726181771757,11018.597912331363,11018.597912331363,10967.5,11321.15197265625,10948.51484375
148,11023.25,11023.25,2019-08-30,11042.599609375,10874.7998046875,11001.639077345135,11001.639077345135,11041.829230405718,11041.829230405718,11021.099609375,11341.82896484375,10974.11484375
149,10948.2998046875,10948.2998046875,2019-08-29,11021.099609375,10922.400390625,10990.833616017702,10990.833616017702,11043.784938869476,11043.784938869476,11021.099609375,11355.19296875,10976.56982421875
150,11046.099609375,11046.099609375,2019-08-28,11129.650390625,10987.650390625,11012.100521682802,11012.100521682802,11053.836005625473,11053.836005625473,11070.2998046875,11370.05697265625,10984.6798828125
